InvoiceNo,CustomerID,Product,Quantity,UnitPrice,TotalPrice,InvoiceDate,Location,CustomerType
ORD10578,CUST1181,Sugar (1kg),0,133.61,0,2/5/2023,Ruiru,Budget
ORD10579,CUST1076,Maize Flour (2kg),1,156.85,156.85,3/20/2023,Umoja,Regular
ORD10580,CUST1151,Eggs (Tray),1,336.63,336.63,3/12/2023,Kitengela,Budget
ORD10581,CUST1044,Tea Leaves (250g),1,64.56,64.56,12/26/2023,Thika,Budget
ORD10582,CUST1127,Sanitary Towels (Pack),0,229.48,0,2/18/2023,Umoja,Regular
ORD10583,CUST1183,Eggs (Tray),1,327.23,327.23,3/4/2023,Thika,Regular
ORD10584,CUST1289,Sanitary Towels (Pack),1,191.27,191.27,9/11/2023,Nairobi,Budget
ORD10585,CUST1112,Maize Flour (2kg),1,165.06,165.06,1/9/2023,Rongai,Premium
ORD10586,CUST1241,Sanitary Towels (Pack),2,176.46,352.92,1/8/2023,Kitengela,Premium
ORD10587,CUST1126,Sugar (1kg),1,108,108,4/15/2023,Thika,Regular
ORD10588,CUST1028,Sugar (1kg),1,123.13,123.13,4/13/2023,Roysambu,Budget
ORD10589,CUST1088,Cooking Oil (1L),1,223.66,223.66,2/10/2023,Thika,Regular
ORD10590,CUST1183,Soap (Bar),1,30.56,30.56,3/31/2023,Thika,Regular
ORD10591,CUST1290,Soap (Bar),1,34.48,34.48,1/25/2023,Thika,Budget
ORD10592,CUST1252,Sanitary Towels (Pack),1,180.91,180.91,4/29/2023,Thika,Regular
ORD10593,CUST1119,Soap (Bar),1,36.09,36.09,3/9/2023,Nairobi,Budget
ORD10594,CUST1169,Soap (Bar),1,35.73,35.73,1/17/2023,Thika,Budget
ORD10595,CUST1090,Milk (500ml),1,43.25,43.25,1/19/2023,Thika,Budget
ORD10596,CUST1072,Rice (1kg),1,146.22,146.22,4/21/2023,Roysambu,Budget
ORD10597,CUST1037,Milk (500ml),1,56.8,56.8,3/26/2023,Kitengela,Budget
ORD10598,CUST1051,Milk (500ml),0,46.04,0,1/18/2023,Nairobi,Regular
ORD10599,CUST1223,Eggs (Tray),1,349.08,349.08,1/23/2023,Ruiru,Budget
ORD10600,CUST1287,Soap (Bar),1,48.03,48.03,1/29/2023,Thika,Budget
ORD10601,CUST1089,Bread (400g),0,58.94,0,3/30/2023,Thika,Budget
ORD10602,CUST1090,Maize Flour (2kg),1,185.77,185.77,3/15/2023,Thika,Budget
ORD10603,CUST1290,Maize Flour (2kg),1,137.47,137.47,2/10/2023,Thika,Budget
ORD10604,CUST1113,Soap (Bar),1,32.08,32.08,5/10/2023,Nairobi,Regular
ORD10605,CUST1121,Milk (500ml),1,59.65,59.65,1/22/2023,Rongai,Regular
ORD10606,CUST1045,Milk (500ml),1,48.93,48.93,2/3/2023,Nairobi,Regular
ORD10607,CUST1034,Milk (500ml),1,42.88,42.88,1/24/2023,Nairobi,Premium
ORD10608,CUST1197,Eggs (Tray),1,336.63,336.63,1/22/2023,Thika,Regular
ORD10609,CUST1252,Bread (400g),1,57.02,57.02,12/2/2023,Thika,Regular
ORD10610,CUST1295,Sugar (1kg),1,110.12,110.12,1/10/2023,Kitengela,Budget
ORD10611,CUST1017,Tea Leaves (250g),1,53.13,53.13,2/3/2023,Kitengela,Budget
ORD10612,CUST1037,Milk (500ml),1,45.57,45.57,5/9/2023,Kitengela,Budget
ORD10613,CUST1280,Rice (1kg),1,103.66,103.66,3/20/2023,Ruiru,Regular
ORD10614,CUST1015,Bread (400g),1,72.29,72.29,1/22/2023,Rongai,Budget
ORD10615,CUST1222,Cooking Oil (1L),1,215.62,215.62,2/12/2023,Rongai,Budget
ORD10616,CUST1097,Bread (400g),1,67.14,67.14,4/3/2023,Rongai,Budget
ORD10617,CUST1276,Tea Leaves (250g),1,69.82,69.82,2/8/2023,Thika,Regular
ORD10618,CUST1025,Bread (400g),1,61.44,61.44,4/18/2023,Nairobi,Regular
ORD10619,CUST1027,Milk (500ml),1,42.08,42.08,1/12/2023,Thika,Budget
ORD10620,CUST1245,Sugar (1kg),1,97.76,97.76,1/6/2023,Ruiru,Premium
ORD10621,CUST1041,Eggs (Tray),1,359.3,359.3,2/9/2023,Thika,Budget
ORD10622,CUST1241,Eggs (Tray),1,327.51,327.51,1/3/2023,Kitengela,Premium
ORD10623,CUST1198,Cooking Oil (1L),1,237.1,237.1,2/18/2023,Ruaka,Regular
ORD10624,CUST1228,Maize Flour (2kg),1,135.8,135.8,3/1/2023,Nairobi,Regular
ORD10625,CUST1137,Soap (Bar),0,31.23,0,4/7/2023,Ruiru,Regular
ORD10626,CUST1049,Rice (1kg),1,133.11,133.11,4/14/2023,Nairobi,Budget
ORD10627,CUST1116,Sanitary Towels (Pack),1,156.1,156.1,2/19/2023,Nairobi,Regular
ORD10628,CUST1214,Sanitary Towels (Pack),1,218.71,218.71,4/30/2023,Ruaka,Regular
ORD10629,CUST1120,Eggs (Tray),1,314.94,314.94,2/20/2023,Ruiru,Regular
ORD10630,CUST1017,Sanitary Towels (Pack),1,217.48,217.48,3/8/2023,Kitengela,Budget
ORD10631,CUST1075,Rice (1kg),1,146.45,146.45,6/25/2023,Nairobi,Regular
ORD10632,CUST1108,Sugar (1kg),1,108.97,108.97,11/9/2023,Rongai,Budget
ORD10633,CUST1103,Cooking Oil (1L),1,297.58,297.58,2/3/2023,Rongai,Budget
ORD10634,CUST1034,Rice (1kg),1,101.81,101.81,1/18/2023,Nairobi,Premium
ORD10635,CUST1141,Sanitary Towels (Pack),1,205.61,205.61,12/24/2023,Rongai,Budget
ORD10636,CUST1214,Rice (1kg),0,109.01,0,1/19/2023,Ruaka,Regular
ORD10637,CUST1298,Rice (1kg),1,144.74,144.74,3/14/2023,Thika,Regular
ORD10638,CUST1146,Sanitary Towels (Pack),1,238.01,238.01,4/23/2023,Rongai,Regular
ORD10639,CUST1196,Eggs (Tray),1,328.6,328.6,8/20/2023,Kitengela,Regular
ORD10640,CUST1206,Cooking Oil (1L),1,274.92,274.92,3/29/2023,Nairobi,Budget
ORD10641,CUST1019,Bread (400g),1,71.18,71.18,2/12/2023,Thika,Budget
ORD10642,CUST1025,Eggs (Tray),1,346.04,346.04,4/25/2023,Nairobi,Regular
ORD10643,CUST1172,Tea Leaves (250g),1,62.29,62.29,4/18/2023,Rongai,Budget
ORD10644,CUST1050,Sugar (1kg),4,98.83,395.32,1/15/2023,Nairobi,Premium
ORD10645,CUST1137,Bread (400g),0,62.1,0,7/18/2023,Ruiru,Regular
ORD10646,CUST1208,Eggs (Tray),1,354.87,354.87,4/22/2023,Nairobi,Budget
ORD10647,CUST1028,Sanitary Towels (Pack),1,240.61,240.61,1/9/2023,Roysambu,Budget
ORD10648,CUST1259,Bread (400g),1,55.35,55.35,4/19/2023,Umoja,Budget
ORD10649,CUST1291,Maize Flour (2kg),1,136.95,136.95,4/23/2023,Ruiru,Budget
ORD10650,CUST1029,Sugar (1kg),1,106.04,106.04,1/7/2023,Kitengela,Budget
ORD10651,CUST1101,Tea Leaves (250g),1,61.05,61.05,3/1/2023,Ruiru,Regular
ORD10652,CUST1063,Maize Flour (2kg),1,141.24,141.24,3/4/2023,Ruiru,Budget
ORD10653,CUST1090,Eggs (Tray),1,345.81,345.81,2/14/2023,Thika,Budget
ORD10654,CUST1132,Rice (1kg),1,104.95,104.95,7/19/2023,Roysambu,Budget
ORD10655,CUST1113,Sugar (1kg),1,120.33,120.33,2/4/2023,Nairobi,Regular
ORD10656,CUST1262,Maize Flour (2kg),1,180.47,180.47,4/9/2023,Nairobi,Budget
ORD10657,CUST1242,Cooking Oil (1L),0,251.5,0,1/26/2023,Rongai,Premium
ORD10658,CUST1129,Soap (Bar),1,48.41,48.41,2/9/2023,Roysambu,Budget
ORD10659,CUST1140,Bread (400g),1,64.51,64.51,1/12/2023,Rongai,Premium
ORD10660,CUST1111,Eggs (Tray),1,330.86,330.86,3/8/2023,Nairobi,Budget
ORD10661,CUST1203,Soap (Bar),1,32.05,32.05,3/7/2023,Nairobi,Regular
ORD10662,CUST1191,Sanitary Towels (Pack),1,214.73,214.73,3/19/2023,Nairobi,Regular
ORD10663,CUST1055,Eggs (Tray),1,288.03,288.03,1/21/2023,Kitengela,Premium
ORD10664,CUST1141,Tea Leaves (250g),1,73.17,73.17,4/25/2023,Rongai,Budget
ORD10665,CUST1096,Cooking Oil (1L),1,264.32,264.32,1/31/2023,Ruaka,Budget
ORD10666,CUST1206,Milk (500ml),1,56.3,56.3,12/11/2023,Nairobi,Budget
ORD10667,CUST1151,Tea Leaves (250g),1,81.07,81.07,2/21/2023,Kitengela,Budget
ORD10668,CUST1018,Soap (Bar),1,46.37,46.37,3/15/2023,Roysambu,Budget
ORD10669,CUST1175,Sugar (1kg),1,126.62,126.62,3/23/2023,Nairobi,Budget
ORD10670,CUST1183,Sanitary Towels (Pack),1,180.02,180.02,1/22/2023,Thika,Regular
ORD10671,CUST1285,Cooking Oil (1L),1,240.85,240.85,8/11/2023,Umoja,Budget
ORD10672,CUST1286,Cooking Oil (1L),1,309.43,309.43,4/26/2023,Roysambu,Budget
ORD10673,CUST1045,Sugar (1kg),1,110.66,110.66,4/6/2023,Nairobi,Regular
ORD10674,CUST1215,Milk (500ml),0,49.81,0,3/16/2023,Ruaka,Budget
ORD10675,CUST1060,Eggs (Tray),1,317.82,317.82,3/23/2023,Ruaka,Budget
ORD10676,CUST1036,Eggs (Tray),1,361.69,361.69,10/13/2023,Roysambu,Budget
ORD10677,CUST1271,Tea Leaves (250g),1,62.39,62.39,4/22/2023,Nairobi,Regular
ORD10678,CUST1070,Sugar (1kg),1,110.28,110.28,3/14/2023,Nairobi,Regular
ORD10679,CUST1234,Cooking Oil (1L),1,243.22,243.22,5/12/2023,Nairobi,Budget
ORD10680,CUST1249,Milk (500ml),1,52.62,52.62,1/23/2023,Nairobi,Regular
ORD10681,CUST1029,Maize Flour (2kg),1,154.48,154.48,1/27/2023,Kitengela,Budget
ORD10682,CUST1086,Soap (Bar),1,45.29,45.29,3/4/2023,Ruaka,Regular
ORD10683,CUST1045,Cooking Oil (1L),1,261.45,261.45,3/23/2023,Nairobi,Regular
ORD10684,CUST1219,Eggs (Tray),1,319.17,319.17,1/5/2023,Nairobi,Regular
ORD10685,CUST1191,Maize Flour (2kg),1,173.52,173.52,4/7/2023,Nairobi,Regular
ORD10686,CUST1097,Maize Flour (2kg),1,168.64,168.64,3/22/2023,Rongai,Budget
ORD10687,CUST1115,Milk (500ml),1,46.24,46.24,1/14/2023,Roysambu,Regular
ORD10688,CUST1156,Cooking Oil (1L),1,206.53,206.53,1/6/2023,Nairobi,Regular
ORD10689,CUST1148,Eggs (Tray),1,353.21,353.21,3/18/2023,Nairobi,Budget
ORD10690,CUST1222,Cooking Oil (1L),1,245.99,245.99,4/26/2023,Rongai,Budget
ORD10691,CUST1096,Cooking Oil (1L),1,309.55,309.55,4/28/2023,Ruaka,Budget
ORD10692,CUST1009,Sugar (1kg),1,106.73,106.73,1/17/2023,Thika,Regular
ORD10693,CUST1011,Soap (Bar),2,38.09,76.18,1/12/2023,Rongai,Premium
ORD10694,CUST1192,Tea Leaves (250g),1,69.48,69.48,1/2/2023,Nairobi,Premium
ORD10695,CUST1024,Rice (1kg),1,132.04,132.04,5/30/2023,Ruaka,Budget
ORD10696,CUST1213,Eggs (Tray),1,334.96,334.96,3/12/2023,Nairobi,Budget
ORD10697,CUST1078,Sugar (1kg),1,126.9,126.9,11/2/2023,Nairobi,Budget
ORD10698,CUST1051,Sanitary Towels (Pack),1,177,177,3/19/2023,Nairobi,Regular
ORD10699,CUST1214,Rice (1kg),1,115.81,115.81,5/29/2023,Ruaka,Regular
ORD10700,CUST1054,Eggs (Tray),1,325.43,325.43,1/26/2023,Kitengela,Budget
ORD10701,CUST1267,Sugar (1kg),1,110.74,110.74,2/22/2023,Ruaka,Regular
ORD10702,CUST1020,Sanitary Towels (Pack),1,199.64,199.64,1/27/2023,Roysambu,Regular
ORD10703,CUST1246,Milk (500ml),1,46.92,46.92,1/2/2023,Nairobi,Budget
ORD10704,CUST1056,Soap (Bar),1,45.55,45.55,1/20/2023,Nairobi,Budget
ORD10705,CUST1261,Rice (1kg),1,124.12,124.12,1/29/2023,Roysambu,Premium
ORD10706,CUST1118,Eggs (Tray),1,349.43,349.43,2/7/2023,Kitengela,Regular
ORD10707,CUST1025,Rice (1kg),1,136.92,136.92,8/27/2023,Nairobi,Regular
ORD10708,CUST1184,Milk (500ml),1,50.95,50.95,4/24/2023,Nairobi,Budget
ORD10709,CUST1004,Cooking Oil (1L),1,279.65,279.65,1/22/2023,Ruiru,Budget
ORD10710,CUST1224,Soap (Bar),1,37.13,37.13,9/23/2023,Thika,Budget
ORD10711,CUST1093,Rice (1kg),1,113.46,113.46,2/28/2023,Nairobi,Budget
ORD10712,CUST1197,Eggs (Tray),1,339.99,339.99,3/25/2023,Thika,Regular
ORD10713,CUST1085,Rice (1kg),0,93.74,0,6/21/2023,Nairobi,Budget
ORD10714,CUST1053,Bread (400g),1,68.22,68.22,3/3/2023,Umoja,Regular
ORD10715,CUST1224,Cooking Oil (1L),1,274.19,274.19,4/10/2023,Thika,Budget
ORD10716,CUST1014,Cooking Oil (1L),1,260.72,260.72,10/28/2023,Kitengela,Budget
ORD10717,CUST1225,Maize Flour (2kg),1,129.99,129.99,3/25/2023,Kitengela,Budget
ORD10718,CUST1268,Soap (Bar),1,46.7,46.7,1/29/2023,Ruiru,Budget
ORD10719,CUST1173,Sanitary Towels (Pack),0,212.43,0,3/31/2023,Ruiru,Budget
ORD10720,CUST1221,Sugar (1kg),1,120.18,120.18,3/26/2023,Kitengela,Budget
ORD10721,CUST1197,Cooking Oil (1L),1,283.9,283.9,3/13/2023,Thika,Regular
ORD10722,CUST1027,Maize Flour (2kg),1,166.53,166.53,1/21/2023,Thika,Budget
ORD10723,CUST1240,Eggs (Tray),1,326.3,326.3,1/25/2023,Nairobi,Premium
ORD10724,CUST1123,Milk (500ml),1,62.37,62.37,1/7/2023,Rongai,Budget
ORD10725,CUST1281,Bread (400g),1,60.97,60.97,11/14/2023,Nairobi,Budget
ORD10726,CUST1293,Eggs (Tray),1,319.62,319.62,3/5/2023,Nairobi,Budget
ORD10727,CUST1060,Eggs (Tray),1,354.13,354.13,10/29/2023,Ruaka,Budget
ORD10728,CUST1018,Sanitary Towels (Pack),1,215.16,215.16,9/3/2023,Roysambu,Budget
ORD10729,CUST1260,Sanitary Towels (Pack),1,170.69,170.69,3/27/2023,Roysambu,Regular
ORD10730,CUST1174,Milk (500ml),0,56.51,0,4/15/2023,Roysambu,Regular
ORD10731,CUST1232,Milk (500ml),1,53.76,53.76,3/21/2023,Kitengela,Budget
ORD10732,CUST1186,Eggs (Tray),1,305.7,305.7,4/8/2023,Roysambu,Regular
ORD10733,CUST1001,Milk (500ml),4,44.75,179,1/31/2023,Thika,Premium
ORD10734,CUST1054,Maize Flour (2kg),1,182.5,182.5,10/27/2023,Kitengela,Budget
ORD10735,CUST1054,Tea Leaves (250g),1,71.74,71.74,10/19/2023,Kitengela,Budget
ORD10736,CUST1110,Eggs (Tray),1,358.29,358.29,1/25/2023,Roysambu,Budget
ORD10737,CUST1055,Bread (400g),1,48.38,48.38,1/27/2023,Kitengela,Premium
ORD10738,CUST1063,Eggs (Tray),1,339.01,339.01,3/17/2023,Ruiru,Budget
ORD10739,CUST1068,Eggs (Tray),1,315.23,315.23,11/8/2023,Nairobi,Budget
ORD10740,CUST1299,Eggs (Tray),1,363.53,363.53,4/10/2023,Roysambu,Budget
ORD10741,CUST1090,Soap (Bar),1,35.15,35.15,10/16/2023,Thika,Budget
ORD10742,CUST1164,Sanitary Towels (Pack),1,250.05,250.05,2/23/2023,Roysambu,Budget
ORD10743,CUST1127,Tea Leaves (250g),1,61.94,61.94,2/13/2023,Umoja,Regular
ORD10744,CUST1231,Cooking Oil (1L),1,224.51,224.51,3/19/2023,Nairobi,Budget
ORD10745,CUST1262,Tea Leaves (250g),1,79.06,79.06,3/12/2023,Nairobi,Budget
ORD10746,CUST1283,Sugar (1kg),1,111.33,111.33,3/21/2023,Nairobi,Budget
ORD10747,CUST1176,Cooking Oil (1L),0,298.13,0,3/25/2023,Thika,Regular
ORD10748,CUST1091,Sanitary Towels (Pack),1,204.25,204.25,3/23/2023,Kitengela,Regular
ORD10749,CUST1059,Milk (500ml),0,53.81,0,3/16/2023,Nairobi,Budget
ORD10750,CUST1213,Sanitary Towels (Pack),1,187.52,187.52,4/19/2023,Nairobi,Budget
ORD10751,CUST1006,Sanitary Towels (Pack),1,168.68,168.68,4/29/2023,Roysambu,Budget
ORD10752,CUST1102,Tea Leaves (250g),1,76.13,76.13,1/21/2023,Ruiru,Budget
ORD10753,CUST1128,Cooking Oil (1L),1,298.14,298.14,3/30/2023,Roysambu,Budget
ORD10754,CUST1104,Sanitary Towels (Pack),1,145.57,145.57,1/15/2023,Nairobi,Premium
ORD10755,CUST1287,Sugar (1kg),1,128.39,128.39,3/13/2023,Thika,Budget
ORD10756,CUST1261,Tea Leaves (250g),1,67.25,67.25,1/30/2023,Roysambu,Premium
ORD10757,CUST1213,Milk (500ml),1,62.28,62.28,8/7/2023,Nairobi,Budget
ORD10758,CUST1103,Soap (Bar),1,49.75,49.75,4/21/2023,Rongai,Budget
ORD10759,CUST1115,Milk (500ml),1,55.1,55.1,3/11/2023,Roysambu,Regular
ORD10760,CUST1100,Sugar (1kg),1,114.27,114.27,1/23/2023,Thika,Budget
ORD10761,CUST1038,Cooking Oil (1L),1,296.25,296.25,4/5/2023,Roysambu,Regular
ORD10762,CUST1193,Maize Flour (2kg),1,145.71,145.71,3/13/2023,Umoja,Regular
ORD10763,CUST1082,Soap (Bar),1,49.27,49.27,1/1/2023,Kitengela,Budget
ORD10764,CUST1079,Maize Flour (2kg),1,135.68,135.68,2/11/2023,Nairobi,Budget
ORD10765,CUST1154,Eggs (Tray),1,322.52,322.52,1/12/2023,Thika,Premium
ORD10766,CUST1162,Sanitary Towels (Pack),1,172,172,1/24/2023,Nairobi,Regular
ORD10767,CUST1258,Cooking Oil (1L),1,253.67,253.67,3/10/2023,Nairobi,Budget
ORD10768,CUST1178,Sugar (1kg),1,120.18,120.18,1/11/2023,Nairobi,Premium
ORD10769,CUST1150,Sugar (1kg),1,122.08,122.08,1/17/2023,Ruaka,Premium
ORD10770,CUST1287,Maize Flour (2kg),1,133.23,133.23,2/14/2023,Thika,Budget
ORD10771,CUST1124,Maize Flour (2kg),1,169,169,2/11/2023,Thika,Budget
ORD10772,CUST1058,Bread (400g),0,57.89,0,4/3/2023,Nairobi,Budget
ORD10773,CUST1264,Milk (500ml),0,50.29,0,3/7/2023,Roysambu,Regular
ORD10774,CUST1022,Tea Leaves (250g),1,80.8,80.8,1/25/2023,Nairobi,Budget
ORD10775,CUST1042,Rice (1kg),1,96.3,96.3,4/9/2023,Nairobi,Budget
ORD10776,CUST1003,Rice (1kg),1,99.49,99.49,3/22/2023,Nairobi,Budget
ORD10777,CUST1217,Rice (1kg),1,94.39,94.39,4/17/2023,Ruiru,Regular
ORD10778,CUST1222,Rice (1kg),1,138.9,138.9,9/17/2023,Rongai,Budget
ORD10779,CUST1019,Rice (1kg),1,89.38,89.38,1/23/2023,Thika,Budget
ORD10780,CUST1285,Rice (1kg),1,126.26,126.26,1/30/2023,Umoja,Budget
ORD10781,CUST1208,Bread (400g),1,61.97,61.97,2/21/2023,Nairobi,Budget
ORD10782,CUST1008,Bread (400g),1,63.47,63.47,5/3/2023,Nairobi,Regular
ORD10783,CUST1299,Maize Flour (2kg),1,170.16,170.16,1/10/2023,Roysambu,Budget
ORD10784,CUST1257,Rice (1kg),1,100.29,100.29,3/29/2023,Nairobi,Regular
ORD10785,CUST1044,Tea Leaves (250g),1,76.61,76.61,2/26/2023,Thika,Budget
ORD10786,CUST1015,Eggs (Tray),1,323.21,323.21,10/18/2023,Rongai,Budget
ORD10787,CUST1279,Tea Leaves (250g),1,78.8,78.8,1/19/2023,Kitengela,Regular
ORD10788,CUST1191,Maize Flour (2kg),1,153.21,153.21,4/22/2023,Nairobi,Regular
ORD10789,CUST1002,Soap (Bar),1,41.93,41.93,3/10/2023,Nairobi,Regular
ORD10790,CUST1043,Tea Leaves (250g),3,53.49,160.47,1/29/2023,Nairobi,Premium
ORD10791,CUST1211,Sanitary Towels (Pack),1,164.25,164.25,1/24/2023,Ruiru,Regular
ORD10792,CUST1129,Sugar (1kg),1,108.61,108.61,3/27/2023,Roysambu,Budget
ORD10793,CUST1027,Sanitary Towels (Pack),1,205.93,205.93,5/5/2023,Thika,Budget
ORD10794,CUST1128,Rice (1kg),1,98.51,98.51,3/16/2023,Roysambu,Budget
ORD10795,CUST1169,Milk (500ml),1,44.69,44.69,3/25/2023,Thika,Budget
ORD10796,CUST1145,Soap (Bar),1,32.97,32.97,1/25/2023,Nairobi,Budget
ORD10797,CUST1230,Milk (500ml),1,52.33,52.33,2/9/2023,Thika,Regular
ORD10798,CUST1078,Soap (Bar),1,43.4,43.4,4/14/2023,Nairobi,Budget
ORD10799,CUST1219,Cooking Oil (1L),1,200.48,200.48,2/1/2023,Nairobi,Regular
ORD10800,CUST1223,Tea Leaves (250g),1,78.96,78.96,1/18/2023,Ruiru,Budget
ORD10801,CUST1169,Eggs (Tray),1,339.3,339.3,2/15/2023,Thika,Budget
ORD10802,CUST1249,Sanitary Towels (Pack),1,160.88,160.88,3/24/2023,Nairobi,Regular
ORD10803,CUST1143,Cooking Oil (1L),1,303.59,303.59,1/26/2023,Roysambu,Budget
ORD10804,CUST1039,Rice (1kg),1,149.57,149.57,4/19/2023,Kitengela,Budget
ORD10805,CUST1015,Soap (Bar),1,43.66,43.66,4/9/2023,Rongai,Budget
ORD10806,CUST1018,Sanitary Towels (Pack),1,184.86,184.86,4/25/2023,Roysambu,Budget
ORD10807,CUST1241,Cooking Oil (1L),4,224.75,899,1/29/2023,Kitengela,Premium
ORD10808,CUST1068,Eggs (Tray),1,341.31,341.31,1/12/2023,Nairobi,Budget
ORD10809,CUST1257,Maize Flour (2kg),1,159.76,159.76,4/19/2023,Nairobi,Regular
ORD10810,CUST1084,Sanitary Towels (Pack),1,172.24,172.24,6/14/2023,Nairobi,Budget
ORD10811,CUST1247,Milk (500ml),1,38.77,38.77,1/16/2023,Nairobi,Premium
ORD10812,CUST1135,Milk (500ml),1,46.91,46.91,3/27/2023,Rongai,Budget
ORD10813,CUST1184,Bread (400g),1,62.36,62.36,2/28/2023,Nairobi,Budget
ORD10814,CUST1020,Milk (500ml),1,42.06,42.06,3/8/2023,Roysambu,Regular
ORD10815,CUST1140,Tea Leaves (250g),1,63.99,63.99,1/6/2023,Rongai,Premium
ORD10816,CUST1193,Milk (500ml),1,51.75,51.75,4/25/2023,Umoja,Regular
ORD10817,CUST1264,Tea Leaves (250g),1,61.29,61.29,4/27/2023,Roysambu,Regular
ORD10818,CUST1207,Milk (500ml),1,56.34,56.34,2/14/2023,Thika,Regular
ORD10819,CUST1246,Soap (Bar),1,31.64,31.64,6/24/2023,Nairobi,Budget
ORD10820,CUST1117,Rice (1kg),1,121.82,121.82,2/5/2023,Kitengela,Budget
ORD10821,CUST1095,Cooking Oil (1L),1,248.03,248.03,4/2/2023,Nairobi,Budget
ORD10822,CUST1117,Bread (400g),1,69.53,69.53,12/2/2023,Kitengela,Budget
ORD10823,CUST1245,Sugar (1kg),1,111.84,111.84,1/27/2023,Ruiru,Premium
ORD10824,CUST1124,Maize Flour (2kg),1,134.06,134.06,12/19/2023,Thika,Budget
ORD10825,CUST1020,Soap (Bar),1,32.94,32.94,1/22/2023,Roysambu,Regular
ORD10826,CUST1092,Sanitary Towels (Pack),1,245.82,245.82,3/18/2023,Ruiru,Regular
ORD10827,CUST1009,Tea Leaves (250g),1,78.42,78.42,1/28/2023,Thika,Regular
ORD10828,CUST1241,Eggs (Tray),1,293.1,293.1,1/14/2023,Kitengela,Premium
ORD10829,CUST1298,Cooking Oil (1L),1,262.32,262.32,3/7/2023,Thika,Regular
ORD10830,CUST1175,Eggs (Tray),1,346.32,346.32,1/9/2023,Nairobi,Budget
ORD10831,CUST1197,Cooking Oil (1L),1,210.86,210.86,1/26/2023,Thika,Regular
ORD10832,CUST1258,Bread (400g),1,69.86,69.86,11/30/2023,Nairobi,Budget
ORD10833,CUST1019,Sanitary Towels (Pack),1,210.35,210.35,6/6/2023,Thika,Budget
ORD10834,CUST1276,Maize Flour (2kg),1,173.82,173.82,4/10/2023,Thika,Regular
ORD10835,CUST1220,Sanitary Towels (Pack),1,192.07,192.07,12/28/2023,Ruaka,Regular
ORD10836,CUST1219,Sugar (1kg),1,128.15,128.15,3/3/2023,Nairobi,Regular
ORD10837,CUST1195,Milk (500ml),1,54.37,54.37,4/5/2023,Roysambu,Budget
ORD10838,CUST1294,Rice (1kg),1,115.27,115.27,2/2/2023,Ruiru,Budget
ORD10839,CUST1119,Rice (1kg),1,104.82,104.82,4/23/2023,Nairobi,Budget
ORD10840,CUST1131,Sugar (1kg),1,105.17,105.17,4/6/2023,Thika,Budget
ORD10841,CUST1295,Sanitary Towels (Pack),1,169.87,169.87,1/1/2023,Kitengela,Budget
ORD10842,CUST1105,Milk (500ml),1,50.59,50.59,8/8/2023,Kitengela,Budget
ORD10843,CUST1133,Sanitary Towels (Pack),1,201.97,201.97,2/16/2023,Umoja,Budget
ORD10844,CUST1203,Sugar (1kg),1,112.4,112.4,4/11/2023,Nairobi,Regular
ORD10845,CUST1091,Milk (500ml),1,51.18,51.18,3/3/2023,Kitengela,Regular
ORD10846,CUST1157,Soap (Bar),1,36.89,36.89,4/1/2023,Kitengela,Regular
ORD10847,CUST1070,Rice (1kg),1,132.35,132.35,2/27/2023,Nairobi,Regular
ORD10848,CUST1082,Rice (1kg),1,99.76,99.76,2/21/2023,Kitengela,Budget
ORD10849,CUST1281,Soap (Bar),1,46.14,46.14,10/17/2023,Nairobi,Budget
ORD10850,CUST1002,Rice (1kg),1,137.63,137.63,3/2/2023,Nairobi,Regular
ORD10851,CUST1222,Rice (1kg),1,88.71,88.71,1/29/2023,Rongai,Budget
ORD10852,CUST1019,Bread (400g),1,72.04,72.04,2/21/2023,Thika,Budget
ORD10853,CUST1266,Tea Leaves (250g),1,71.35,71.35,6/29/2023,Kitengela,Regular
ORD10854,CUST1253,Eggs (Tray),1,315.56,315.56,4/19/2023,Rongai,Budget
ORD10855,CUST1265,Tea Leaves (250g),1,55.84,55.84,4/11/2023,Ruiru,Regular
ORD10856,CUST1264,Sugar (1kg),1,118.46,118.46,8/1/2023,Roysambu,Regular
ORD10857,CUST1000,Cooking Oil (1L),1,219.12,219.12,2/5/2023,Kitengela,Budget
ORD10858,CUST1180,Bread (400g),1,61.01,61.01,1/26/2023,Ruiru,Budget
ORD10859,CUST1035,Rice (1kg),0,118.47,0,4/3/2023,Kitengela,Regular
ORD10860,CUST1298,Milk (500ml),1,46.95,46.95,4/15/2023,Thika,Regular
ORD10861,CUST1099,Eggs (Tray),1,363.81,363.81,6/29/2023,Roysambu,Budget
ORD10862,CUST1208,Sanitary Towels (Pack),1,168.68,168.68,1/10/2023,Nairobi,Budget
ORD10863,CUST1174,Rice (1kg),1,136.21,136.21,2/2/2023,Roysambu,Regular
ORD10864,CUST1294,Tea Leaves (250g),1,74.37,74.37,2/18/2023,Ruiru,Budget
ORD10865,CUST1124,Milk (500ml),1,62.19,62.19,2/28/2023,Thika,Budget
ORD10866,CUST1014,Eggs (Tray),1,321.1,321.1,1/9/2023,Kitengela,Budget
ORD10867,CUST1112,Sugar (1kg),1,117.8,117.8,1/31/2023,Rongai,Premium
ORD10868,CUST1274,Maize Flour (2kg),0,170.15,0,2/3/2023,Thika,Budget
